selections	protected_count
average_stars:2.5-3.0;fans:0-10	6
review_count:400-500;useful:700-800	6
cool:900-1000;yelping_since:2008	6
cool:600-700;funny:500-600	6
funny:300-400;review_count:400-500	6
average_stars:3.0-3.5;cool:700-800	6
cool:700-800;funny:500-600	6
review_count:400-500;useful:300-400	6
cool:400-500;review_count:100-200	6
cool:200-300;review_count:500-600	6
fans:80-90;review_count:600-700	6
fans:>200;yelping_since:2007	6
fans:30-40;useful:400-500	6
fans:10-20;useful:800-900	6
funny:400-500;useful:800-900	6
funny:>1000;review_count:200-300	6
cool:600-700;funny:400-500	6
fans:70-80;yelping_since:2009	6
review_count:700-800;yelping_since:2010	6
useful:800-900;yelping_since:2009	6
review_count:600-700;useful:1000-1100	6
funny:400-500;yelping_since:2010	6
fans:30-40;review_count:100-200	6
average_stars:4.0-4.5;useful:800-900	6
fans:40-50;useful:800-900	6
cool:>1000;useful:1500-1600	6
cool:800-900;funny:500-600	6
average_stars:3.0-3.5;cool:400-500	6
cool:600-700;useful:800-900	6
fans:100-110;useful:>2000	6
average_stars:4.5-5.0;funny:0-100	6
funny:400-500;useful:1000-1100	6
fans:40-50;yelping_since:2006	6
fans:40-50;review_count:700-800	6
cool:>1000;funny:600-700	6
funny:0-100;useful:500-600	6
funny:>1000;useful:1400-1500	6
funny:500-600;yelping_since:2008	6
cool:800-900;fans:40-50	6
funny:400-500;yelping_since:2006	6
funny:400-500;yelping_since:2011	6
useful:400-500;yelping_since:2011	6
average_stars:3.5-4.0;fans:100-110	6
useful:1300-1400;yelping_since:2007	6
review_count:200-300;useful:1300-1400	6
useful:900-1000;yelping_since:2009	6
fans:30-40;review_count:700-800	6
fans:30-40;useful:1300-1400	6
fans:20-30;useful:1100-1200	6
average_stars:3.0-3.5;fans:30-40	6
review_count:900-1000;yelping_since:2009	6
fans:50-60;yelping_since:2009	6
cool:500-600;yelping_since:2010	6
cool:300-400;useful:900-1000	6
cool:>1000;useful:1800-1900	6
funny:500-600;review_count:400-500	6
useful:600-700;yelping_since:2011	6
fans:40-50;useful:1300-1400	6
funny:100-200;useful:800-900	6
review_count:800-900;yelping_since:2010	6
funny:600-700;yelping_since:2010	6
funny:>1000;useful:1700-1800	6
useful:900-1000;yelping_since:2008	6
cool:500-600;useful:1000-1100	6
cool:600-700;yelping_since:2010	6
cool:300-400;useful:400-500	6
fans:70-80;yelping_since:2007	6
fans:20-30;review_count:600-700	6
cool:700-800;fans:30-40	6
cool:0-100;review_count:300-400	6
useful:0-100;yelping_since:2010	6
cool:500-600;yelping_since:2006	6
funny:>1000;yelping_since:2005	4
fans:60-70;useful:1000-1100	4
useful:900-1000;yelping_since:2006	4
cool:900-1000;yelping_since:2009	4
useful:700-800;yelping_since:2011	4
fans:30-40;funny:>1000	4
cool:700-800;yelping_since:2008	4
average_stars:2.5-3.0;yelping_since:2009	4
cool:700-800;fans:20-30	4
fans:20-30;useful:900-1000	4
fans:>200;review_count:400-500	4
fans:70-80;yelping_since:2006	4
cool:900-1000;fans:50-60	4
average_stars:4.0-4.5;cool:700-800	4
review_count:400-500;useful:900-1000	4
cool:700-800;review_count:200-300	4
fans:60-70;review_count:300-400	4
fans:80-90;useful:1800-1900	4
cool:100-200;useful:700-800	4
fans:30-40;funny:700-800	4
review_count:500-600;useful:1200-1300	4
review_count:600-700;useful:1200-1300	4
fans:50-60;useful:1200-1300	4
fans:40-50;useful:1400-1500	4
fans:80-90;yelping_since:2008	4
useful:1100-1200;yelping_since:2006	4
fans:>200;review_count:600-700	4
funny:200-300;useful:200-300	4
average_stars:3.0-3.5;review_count:800-900	4
fans:90-100;funny:500-600	4
fans:110-120;yelping_since:2008	4
useful:700-800;yelping_since:2010	4
useful:1700-1800;yelping_since:2008	4
fans:0-10;yelping_since:2005	4
fans:90-100;yelping_since:2007	4
cool:0-100;review_count:400-500	4
funny:900-1000;yelping_since:2009	4
funny:500-600;useful:1300-1400	4
review_count:300-400;useful:1500-1600	4
review_count:500-600;useful:1300-1400	4
fans:80-90;review_count:700-800	4
average_stars:4.0-4.5;cool:800-900	4
review_count:300-400;useful:1600-1700	4
useful:1600-1700;yelping_since:2010	4
fans:100-110;review_count:600-700	4
cool:600-700;useful:1300-1400	4
review_count:400-500;useful:1300-1400	4
cool:600-700;funny:600-700	4
review_count:300-400;useful:1300-1400	4
cool:100-200;fans:30-40	4
useful:1400-1500;yelping_since:2009	4
review_count:400-500;useful:1200-1300	4
cool:800-900;yelping_since:2009	4
useful:1100-1200;yelping_since:2007	4
cool:600-700;useful:1200-1300	4
fans:90-100;review_count:600-700	4
cool:500-600;useful:1300-1400	4
cool:700-800;review_count:400-500	4
cool:300-400;fans:0-10	4
fans:50-60;useful:1600-1700	4
funny:800-900;review_count:500-600	4
fans:70-80;review_count:700-800	4
average_stars:4.0-4.5;fans:>200	4
funny:400-500;useful:900-1000	4
funny:700-800;review_count:200-300	4
average_stars:4.0-4.5;funny:900-1000	4
funny:700-800;review_count:400-500	4
cool:600-700;fans:50-60	4
average_stars:4.0-4.5;useful:1700-1800	4
funny:300-400;useful:900-1000	4
fans:40-50;useful:700-800	4
average_stars:2.5-3.0;yelping_since:2010	4
cool:700-800;review_count:300-400	4
average_stars:3.0-3.5;cool:900-1000	4
review_count:100-200;yelping_since:2005	4
funny:300-400;review_count:700-800	4
fans:60-70;funny:800-900	4
fans:70-80;review_count:800-900	4
fans:120-130;funny:>1000	4
average_stars:4.0-4.5;useful:1500-1600	4
funny:700-800;yelping_since:2006	4
cool:900-1000;funny:600-700	4
cool:700-800;review_count:700-800	4
review_count:200-300;useful:1100-1200	4
cool:>1000;yelping_since:2011	4
cool:200-300;review_count:600-700	4
fans:80-90;useful:1500-1600	4
funny:300-400;useful:300-400	4
cool:700-800;funny:200-300	4
cool:900-1000;useful:1600-1700	4
cool:500-600;useful:1200-1300	4
funny:800-900;useful:>2000	4
cool:700-800;fans:40-50	4
cool:600-700;useful:1000-1100	4
review_count:400-500;useful:1100-1200	4
review_count:300-400;useful:1400-1500	4
funny:700-800;yelping_since:2009	4
cool:>1000;funny:400-500	4
useful:1300-1400;yelping_since:2010	4
review_count:200-300;yelping_since:2005	4
cool:900-1000;fans:80-90	4
fans:50-60;yelping_since:2010	4
funny:700-800;review_count:300-400	4
cool:700-800;useful:1000-1100	4
cool:500-600;funny:500-600	4
funny:200-300;useful:1100-1200	4
cool:600-700;fans:80-90	4
fans:50-60;review_count:900-1000	4
cool:700-800;yelping_since:2007	4
useful:>2000;yelping_since:2011	4
useful:1000-1100;yelping_since:2008	4
cool:>1000;yelping_since:2005	4
cool:>1000;fans:130-140	4
cool:>1000;fans:30-40	4
average_stars:3.0-3.5;useful:1000-1100	4
fans:110-120;yelping_since:2006	4
funny:400-500;useful:1300-1400	4
average_stars:4.0-4.5;useful:1300-1400	4
cool:900-1000;funny:>1000	4
cool:800-900;review_count:600-700	4
review_count:400-500;useful:1400-1500	4
funny:700-800;useful:1300-1400	4
funny:100-200;review_count:600-700	4
funny:500-600;useful:1000-1100	4
cool:200-300;useful:800-900	4
cool:700-800;funny:300-400	4
fans:20-30;funny:500-600	4
fans:40-50;useful:>2000	4
fans:60-70;review_count:800-900	4
useful:0-100;yelping_since:2011	4
fans:50-60;yelping_since:2011	4
fans:50-60;review_count:400-500	4
fans:30-40;review_count:600-700	4
cool:700-800;yelping_since:2009	4
funny:600-700;yelping_since:2006	4
funny:600-700;review_count:400-500	4
fans:50-60;useful:600-700	4
fans:100-110;yelping_since:2008	4
fans:30-40;useful:1000-1100	4
funny:300-400;useful:1000-1100	4
funny:400-500;useful:>2000	4
funny:700-800;review_count:700-800	4
fans:30-40;funny:600-700	4
funny:>1000;useful:1300-1400	4
funny:900-1000;useful:1700-1800	4
useful:800-900;yelping_since:2011	4
average_stars:3.0-3.5;fans:80-90	4
funny:500-600;yelping_since:2006	4
funny:0-100;review_count:0-100	4
useful:1200-1300;yelping_since:2010	4
fans:70-80;review_count:400-500	4
average_stars:3.0-3.5;useful:1300-1400	4
cool:600-700;review_count:200-300	4
cool:400-500;yelping_since:2011	4
cool:900-1000;review_count:700-800	4
average_stars:4.0-4.5;cool:600-700	4
funny:600-700;review_count:200-300	4
funny:>1000;useful:1600-1700	4
funny:800-900;review_count:900-1000	4
fans:80-90;yelping_since:2010	4
fans:50-60;review_count:600-700	4
review_count:100-200;useful:700-800	4
funny:700-800;useful:>2000	4
fans:90-100;yelping_since:2006	4
fans:80-90;review_count:300-400	4
fans:20-30;review_count:800-900	4
fans:90-100;yelping_since:2010	4
funny:600-700;review_count:300-400	4
fans:70-80;review_count:300-400	4
cool:300-400;review_count:800-900	4
review_count:300-400;useful:1700-1800	4
funny:500-600;yelping_since:2010	4
average_stars:4.0-4.5;fans:100-110	4
fans:110-120;review_count:300-400	4
review_count:600-700;useful:1800-1900	4
funny:800-900;yelping_since:2009	4
average_stars:4.0-4.5;yelping_since:2012	4
average_stars:3.0-3.5;useful:800-900	4
fans:30-40;useful:900-1000	4
fans:50-60;funny:400-500	4
review_count:900-1000;yelping_since:2007	4
fans:50-60;funny:500-600	4
funny:>1000;yelping_since:2011	4
fans:40-50;useful:1100-1200	4
fans:50-60;useful:900-1000	4
average_stars:4.0-4.5;funny:700-800	4
cool:300-400;fans:50-60	4
funny:600-700;useful:1100-1200	4
cool:200-300;useful:200-300	4
funny:500-600;useful:800-900	4
fans:50-60;review_count:700-800	4
fans:0-10;yelping_since:2012	4
funny:0-100;yelping_since:2012	4
average_stars:4.0-4.5;review_count:900-1000	4
average_stars:3.0-3.5;useful:1700-1800	4
funny:600-700;yelping_since:2009	4
cool:400-500;funny:100-200	4
fans:40-50;useful:1200-1300	4
review_count:500-600;useful:900-1000	4
review_count:700-800;useful:800-900	4
cool:900-1000;fans:40-50	4
funny:800-900;yelping_since:2008	4
cool:100-200;funny:300-400	4
review_count:300-400;useful:1000-1100	4
useful:1100-1200;yelping_since:2010	4
fans:60-70;yelping_since:2006	4
review_count:900-1000;yelping_since:2006	4
fans:50-60;review_count:100-200	4
cool:300-400;useful:1000-1100	4
fans:40-50;useful:900-1000	4
average_stars:3.0-3.5;useful:0-100	4
review_count:600-700;useful:1600-1700	4
average_stars:4.0-4.5;cool:900-1000	4
useful:1000-1100;yelping_since:2011	4
funny:800-900;yelping_since:2007	4
funny:800-900;review_count:600-700	4
average_stars:3.0-3.5;useful:1900-2000	4
fans:40-50;review_count:100-200	4
fans:20-30;useful:200-300	4
fans:60-70;useful:1100-1200	4
cool:0-100;fans:20-30	4
fans:80-90;review_count:800-900	4
fans:80-90;funny:800-900	4
funny:600-700;useful:1800-1900	4
funny:400-500;review_count:700-800	4
useful:1300-1400;yelping_since:2008	4
review_count:500-600;useful:600-700	4
cool:400-500;review_count:700-800	4
review_count:500-600;useful:800-900	4
review_count:100-200;yelping_since:2012	4
cool:0-100;review_count:0-100	4
useful:1700-1800;yelping_since:2010	4
cool:700-800;yelping_since:2006	4
fans:130-140;useful:>2000	4
useful:1000-1100;yelping_since:2010	4
cool:900-1000;useful:>2000	4
review_count:900-1000;yelping_since:2008	4
fans:0-10;review_count:0-100	4
fans:40-50;useful:1800-1900	4
funny:700-800;yelping_since:2010	4
fans:30-40;funny:500-600	4
useful:800-900;yelping_since:2006	4
cool:0-100;yelping_since:2012	4
funny:>1000;useful:1800-1900	4
cool:200-300;fans:40-50	4
review_count:0-100;useful:100-200	4
fans:50-60;review_count:200-300	4
fans:70-80;funny:300-400	4
cool:400-500;useful:500-600	2
fans:30-40;useful:1200-1300	2
cool:400-500;yelping_since:2005	2
fans:60-70;review_count:900-1000	2
cool:900-1000;yelping_since:2010	2
fans:60-70;yelping_since:2011	2
fans:20-30;useful:1300-1400	2
review_count:600-700;useful:1700-1800	2
average_stars:3.0-3.5;fans:70-80	2
cool:700-800;useful:1200-1300	2
funny:500-600;useful:1200-1300	2
average_stars:3.0-3.5;fans:>200	2
average_stars:4.0-4.5;fans:110-120	2
useful:1900-2000;yelping_since:2006	2
fans:50-60;funny:600-700	2
useful:1700-1800;yelping_since:2007	2
useful:0-100;yelping_since:2008	2
average_stars:3.0-3.5;useful:900-1000	2
average_stars:4.0-4.5;useful:1800-1900	2
fans:60-70;useful:1600-1700	2
fans:90-100;review_count:500-600	2
funny:700-800;yelping_since:2011	2
fans:100-110;funny:500-600	2
cool:0-100;useful:500-600	2
funny:200-300;useful:1300-1400	2
fans:>200;yelping_since:2010	2
funny:900-1000;yelping_since:2008	2
funny:300-400;review_count:900-1000	2
average_stars:4.5-5.0;yelping_since:2009	2
fans:110-120;review_count:900-1000	2
fans:80-90;funny:200-300	2
fans:70-80;useful:1000-1100	2
funny:300-400;useful:200-300	2
fans:130-140;review_count:600-700	2
review_count:800-900;yelping_since:2008	2
review_count:700-800;useful:1100-1200	2
cool:800-900;useful:1000-1100	2
cool:600-700;yelping_since:2006	2
review_count:800-900;useful:1400-1500	2
cool:700-800;review_count:800-900	2
cool:800-900;review_count:900-1000	2
cool:>1000;fans:180-190	2
cool:100-200;fans:40-50	2
fans:60-70;useful:1400-1500	2
fans:150-160;funny:>1000	2
review_count:900-1000;useful:600-700	2
useful:200-300;yelping_since:2005	2
funny:200-300;review_count:800-900	2
fans:70-80;yelping_since:2008	2
cool:800-900;useful:1800-1900	2
average_stars:4.0-4.5;yelping_since:2005	2
funny:700-800;useful:1600-1700	2
fans:40-50;useful:1500-1600	2
funny:100-200;review_count:800-900	2
funny:700-800;useful:1500-1600	2
fans:10-20;yelping_since:2005	2
fans:>200;review_count:500-600	2
fans:180-190;useful:>2000	2
review_count:300-400;useful:100-200	2
useful:500-600;yelping_since:2011	2
fans:30-40;useful:1400-1500	2
average_stars:3.5-4.0;fans:130-140	2
cool:700-800;useful:>2000	2
cool:800-900;useful:1500-1600	2
cool:800-900;review_count:800-900	2
fans:50-60;useful:1000-1100	2
funny:800-900;useful:1500-1600	2
funny:800-900;useful:1400-1500	2
fans:130-140;review_count:700-800	2
review_count:200-300;useful:1000-1100	2
cool:900-1000;useful:1100-1200	2
fans:10-20;useful:1000-1100	2
useful:1800-1900;yelping_since:2008	2
average_stars:4.5-5.0;cool:0-100	2
useful:1600-1700;yelping_since:2007	2
funny:300-400;useful:1600-1700	2
review_count:500-600;useful:1900-2000	2
fans:70-80;review_count:900-1000	2
fans:50-60;useful:1700-1800	2
fans:70-80;review_count:600-700	2
fans:160-170;funny:>1000	2
cool:300-400;review_count:700-800	2
cool:900-1000;useful:1500-1600	2
fans:20-30;useful:1400-1500	2
review_count:200-300;yelping_since:2012	2
fans:50-60;useful:1300-1400	2
cool:600-700;fans:70-80	2
fans:150-160;useful:>2000	2
average_stars:3.0-3.5;funny:600-700	2
review_count:700-800;useful:1000-1100	2
average_stars:4.5-5.0;yelping_since:2010	2
useful:1900-2000;yelping_since:2008	2
fans:90-100;funny:700-800	2
average_stars:3.0-3.5;useful:1400-1500	2
cool:500-600;fans:10-20	2
funny:700-800;review_count:600-700	2
cool:700-800;fans:10-20	2
cool:>1000;fans:170-180	2
cool:700-800;useful:900-1000	2
cool:500-600;review_count:600-700	2
cool:800-900;fans:60-70	2
cool:>1000;funny:500-600	2
cool:600-700;useful:1800-1900	2
fans:160-170;useful:>2000	2
funny:700-800;yelping_since:2007	2
average_stars:4.0-4.5;useful:1400-1500	2
cool:500-600;funny:600-700	2
fans:90-100;yelping_since:2009	2
fans:120-130;yelping_since:2009	2
fans:40-50;funny:600-700	2
useful:1800-1900;yelping_since:2009	2
review_count:700-800;useful:1600-1700	2
cool:100-200;yelping_since:2012	2
useful:100-200;yelping_since:2012	2
funny:900-1000;review_count:400-500	2
review_count:400-500;useful:1500-1600	2
average_stars:4.0-4.5;useful:1900-2000	2
average_stars:3.0-3.5;fans:100-110	2
average_stars:4.5-5.0;useful:200-300	2
funny:900-1000;yelping_since:2007	2
funny:800-900;useful:1700-1800	2
fans:60-70;review_count:200-300	2
fans:70-80;funny:900-1000	2
cool:700-800;funny:600-700	2
useful:1300-1400;yelping_since:2011	2
review_count:300-400;useful:1100-1200	2
review_count:500-600;useful:700-800	2
fans:80-90;funny:300-400	2
fans:40-50;funny:900-1000	2
fans:60-70;review_count:100-200	2
fans:60-70;useful:1700-1800	2
review_count:800-900;useful:1700-1800	2
fans:40-50;funny:800-900	2
fans:70-80;yelping_since:2010	2
fans:80-90;funny:600-700	2
funny:400-500;useful:1600-1700	2
fans:>200;review_count:800-900	2
cool:700-800;fans:90-100	2
funny:800-900;useful:1300-1400	2
useful:1500-1600;yelping_since:2011	2
fans:50-60;useful:500-600	2
review_count:400-500;useful:1800-1900	2
fans:60-70;useful:1500-1600	2
funny:400-500;useful:700-800	2
useful:1100-1200;yelping_since:2009	2
funny:>1000;useful:1500-1600	2
cool:800-900;useful:1200-1300	2
cool:800-900;review_count:500-600	2
cool:700-800;funny:400-500	2
review_count:500-600;yelping_since:2005	2
fans:20-30;funny:600-700	2
fans:110-120;yelping_since:2007	2
cool:900-1000;yelping_since:2007	2
cool:900-1000;review_count:500-600	2
fans:20-30;useful:100-200	2
funny:0-100;yelping_since:2005	2
fans:120-130;review_count:500-600	2
fans:120-130;useful:1700-1800	2
fans:100-110;review_count:500-600	2
fans:70-80;useful:1600-1700	2
fans:70-80;yelping_since:2005	2
cool:900-1000;review_count:200-300	2
cool:300-400;useful:1300-1400	2
fans:50-60;useful:800-900	2
fans:120-130;yelping_since:2010	2
cool:600-700;funny:>1000	2
cool:500-600;useful:1400-1500	2
funny:300-400;useful:1400-1500	2
average_stars:2.5-3.0;useful:200-300	2
review_count:900-1000;useful:1900-2000	2
average_stars:3.0-3.5;fans:160-170	2
cool:600-700;review_count:700-800	2
useful:0-100;yelping_since:2012	2
useful:1200-1300;yelping_since:2005	2
fans:30-40;review_count:900-1000	2
average_stars:3.0-3.5;useful:1200-1300	2
useful:900-1000;yelping_since:2010	2
cool:700-800;funny:>1000	2
average_stars:4.0-4.5;fans:90-100	2
funny:400-500;useful:1500-1600	2
cool:800-900;fans:20-30	2
average_stars:3.0-3.5;cool:500-600	2
cool:500-600;review_count:900-1000	2
cool:800-900;useful:1700-1800	2
funny:500-600;review_count:800-900	2
review_count:0-100;yelping_since:2011	2
cool:700-800;review_count:100-200	2
average_stars:4.0-4.5;funny:600-700	2
cool:300-400;useful:1100-1200	2
fans:50-60;useful:1800-1900	2
fans:180-190;review_count:300-400	2
cool:>1000;review_count:100-200	2
review_count:200-300;useful:1900-2000	2
cool:200-300;fans:60-70	2
funny:600-700;useful:1200-1300	2
cool:900-1000;funny:300-400	2
cool:800-900;fans:80-90	2
review_count:900-1000;useful:1800-1900	2
fans:60-70;funny:300-400	2
cool:>1000;fans:150-160	2
review_count:900-1000;yelping_since:2010	2
fans:100-110;yelping_since:2009	2
cool:900-1000;useful:1900-2000	2
fans:60-70;useful:900-1000	2
cool:900-1000;yelping_since:2006	2
funny:700-800;review_count:500-600	2
average_stars:3.0-3.5;useful:700-800	2
cool:800-900;review_count:300-400	2
review_count:600-700;useful:1100-1200	2
fans:10-20;funny:500-600	2
funny:400-500;useful:1100-1200	2
fans:30-40;useful:1600-1700	2
funny:500-600;useful:900-1000	2
fans:70-80;useful:1900-2000	2
fans:20-30;yelping_since:2012	2
fans:110-120;review_count:600-700	2
average_stars:3.0-3.5;funny:800-900	2
cool:700-800;useful:1300-1400	2
cool:500-600;fans:70-80	2
average_stars:4.0-4.5;funny:800-900	2
cool:800-900;funny:800-900	2
fans:30-40;useful:>2000	2
funny:500-600;review_count:500-600	2
